角色昵称,服务器名,违规次数
王*思,风暴之怒,首次违规
王*栓,无尽之海,首次违规
王*生,国王之谷,多次违规
王*闪,凤凰之神,多次违规
王*茹,银月,首次违规
王*然,塞拉摩,多次违规
王*球,白银之手,首次违规
王*炮,白银之手,首次违规
王*跑,无尽之海,首次违规
王*抛,安东尼达斯,首次违规
王*牛,安苏,首次违规
王*面,战歌,首次违规
王*萌,影之哀伤,首次违规
王*美,白银之手,首次违规
王*满,冰风岗,首次违规
王*理,羽月,首次违规
王*乐,贫瘠之地,多次违规
王*锦,格瑞姆巴托,首次违规
王*红,凤凰之神,多次违规
王*狗,影之哀伤,首次违规
王*法,格瑞姆巴托,首次违规
王*发,黑暗之矛,首次违规
王*贰,盖斯,首次违规
王*哆,主宰之剑,首次违规
王*督,燃烧之刃,多次违规
王*丶,凤凰之神,多次违规
王*成,格瑞姆巴托,首次违规
王*车,伊森利恩,多次违规
王*超,无尽之海,多次违规
王*彪,埃德萨拉,首次违规
王*白,安苏,多次违规
王**子,埃德萨拉,首次违规
王**子,凤凰之神,首次违规
王**下,黑暗之矛,多次违规
王**然,血色十字军,多次违规
王**面,安苏,首次违规
王**客,伊森利恩,首次违规
王**克,黑铁,首次违规
王**烬,罗宁,多次违规
王**坚,格瑞姆巴托,首次违规
王**灬,白银之手,多次违规
王**虎,萨尔,首次违规
王**乀,布兰卡德,多次违规
王**鋒,罗宁,首次违规
王**枫,安苏,首次违规
王**儿,无尽之海,首次违规
王**朵,阿纳克洛斯,首次违规
王**丶,血色十字军,首次违规
王**德,白银之手,多次违规
王**蛋,冰风岗,多次违规
王**锤,白银之手,首次违规
王**宝,玛洛加尔,首次违规
王**啊,冰风岗,多次违规
王**吖,诺森德,首次违规
王***战,白银之手,多次违规
王***員,克尔苏加德,首次违规
王***友,永恒之井,首次违规
王***我,国王之谷,多次违规
王***术,死亡之翼,首次违规
王***手,影之哀伤,多次违规
王***你,燃烧之刃,多次违规
王***凯,白银之手,首次违规
王***丶,埃德萨拉,首次违规
王***丶,燃烧之刃,首次违规
王****主,凤凰之神,首次违规
王****醒,死亡之翼,首次违规
王****闲,艾露恩,首次违规
王****伤,燃烧之刃,首次违规
王****人,罗宁,首次违规
王****界,艾露恩,首次违规
亡*戲,布兰卡德,首次违规
亡*骑,白银之手,首次违规
亡*核,屠魔山谷,首次违规
亡**序,伊森利恩,首次违规
亡**徒,克尔苏加德,首次违规
亡**軍,熊猫酒仙,多次违规
亡**渡,白银之手,多次违规
亡***默,燃烧之刃,多次违规
汪*龙,贫瘠之地,多次违规
汪*雷,贫瘠之地,多次违规
汪*福,天空之墙,首次违规
汪*吖,无尽之海,首次违规
汪**旺,深渊之巢,首次违规
汪***丶,凤凰之神,首次违规
汪****侠,死亡之翼,首次违规
汪****長,白银之手,多次违规
萬*兽,范达尔鹿盔,首次违规
萬**生,死亡之翼,多次违规
萬**启,凤凰之神,首次违规
萬**率,主宰之剑,首次违规
萬***爭,埃德萨拉,首次违规
萬***器,恶魔之魂,首次违规
萬***哈,死亡之翼,首次违规
万*照,白银之手,首次违规
万*泽,希尔瓦娜斯,多次违规
万*枼,无尽之海,首次违规
万*伍,伊森利恩,首次违规
万*梧,伊森利恩,多次违规
万*天,哈卡,首次违规
万*世,巨龙之吼,首次违规
万*圣,凤凰之神,首次违规
万*山,金色平原,多次违规
万*晴,罗宁,多次违规
万*鸟,阿曼尼,首次违规
万*劫,白银之手,首次违规
万*鸽,罗宁,多次违规
万*哥,死亡之翼,首次违规
万*丶,罗宁,多次违规
万**踪,燃烧之刃,首次违规
万**斩,白银之手,首次违规
万**夜,红云台地,首次违规
万**心,索拉丁,首次违规
万**王,燃烧之刃,首次违规
万**骄,白银之手,首次违规
万**丶,白银之手,首次违规
万**橙,影之哀伤,首次违规
万**常,凤凰之神,首次违规
万**变,白银之手,首次违规
万***员,闪电之刃,多次违规
万***央,罗宁,首次违规
万***先,凤凰之神,首次违规
万***丨,罗宁,多次违规
万***情,燃烧之刃,多次违规
万***呢,白银之手,首次违规
万***见,白银之手,多次违规
万***丶,凤凰之神,首次违规
万***丶,罗宁,多次违规
万***丶,死亡之翼,多次违规
万****长,无尽之海,多次违规
万****我,回音山,多次违规
万****丶,凤凰之神,首次违规
皖**啦,龙骨平原,多次违规
皖***伦,燃烧之刃,首次违规
晩*歆,主宰之剑,多次违规
绾**丶,罗宁,首次违规
婉*泣,凤凰之神,首次违规
婉*兒,伊森利恩,多次违规
婉**羽,末日行者,首次违规
婉**扬,血色十字军,首次违规
婉***员,白银之手,首次违规
婉****狸,凤凰之神,首次违规
晚*玉,燃烧之刃,首次违规
晚*影,罗宁,首次违规
晚*熊,格瑞姆巴托,首次违规
晚*星,希雷诺斯,多次违规
晚*傷,燃烧之刃,多次违规
晚*葵,国王之谷,首次违规
晚*过,罗宁,首次违规
晚*渡,影之哀伤,首次违规
晚*丶,白银之手,首次违规
晚*丶,白银之手,多次违规
晚*辞,伊森利恩,多次违规
晚*安,蜘蛛王国,多次违规
晚**走,白银之手,首次违规
晚**月,主宰之剑,首次违规
晚**详,死亡之翼,首次违规
晚**遐,白银之手,多次违规
晚**诉,无尽之海,多次违规
晚**山,凤凰之神,首次违规
晚**丿,回音山,首次违规
晚**匿,主宰之剑,多次违规
晚**梦,血色十字军,首次违规
晚**辰,回音山,首次违规
晚***月,死亡之翼,首次违规
晚***手,燃烧之刃,多次违规
晚***柔,死亡之翼,首次违规
晚***丶,伊森利恩,首次违规
晚***丶,影之哀伤,首次违规
晚****雪,埃德萨拉,首次违规
晚****柔,死亡之翼,多次违规
晚****咔,凤凰之神,多次违规
晚****灬,迅捷微风,首次违规
晚****瓜,凤凰之神,首次违规
晚****丶,死亡之翼,首次违规
晚****茶,冰风岗,多次违规
菀*尔,格瑞姆巴托,首次违规
菀*丶,影之哀伤,多次违规
菀*安,鬼雾峰,首次违规
琓*芐,无尽之海,首次违规
挽*呀,血色十字军,首次违规
挽*决,白银之手,首次违规
挽*灬,凤凰之神,首次违规
挽**眠,霜之哀伤,首次违规
挽**筈,死亡之翼,首次违规
挽**哒,白银之手,首次违规
挽***尘,奥拉基尔,多次违规
宛**枫,主宰之剑,首次违规
宛**尘,末日行者,首次违规
宛***丶,白银之手,首次违规
頑*皮,克尔苏加德,首次违规
顽*怶,烈焰峰,首次违规
顽*灬,白银之手,首次违规
顽*丶,冰风岗,首次违规
顽*宝,燃烧之刃,首次违规
顽**趣,迅捷微风,多次违规
顽****杰,白银之手,首次违规
玩*子,白银之手,首次违规
玩*鱼,燃烧之刃,首次违规
玩*羊,伊森利恩,多次违规
玩*魔,布兰卡德,多次违规
玩*灬,影之哀伤,首次违规
玩*冰,燃烧之刃,多次违规
玩**心,加里索斯,首次违规
玩**手,凤凰之神,首次违规
玩**了,白银之手,多次违规
玩**啦,罗宁,多次违规
玩**咕,白银之手,首次违规
玩**法,贫瘠之地,首次违规
玩**哀,加里索斯,首次违规
玩***骑,死亡之翼,首次违规
玩***孩,丽丽（四川）,多次违规
玩***狗,凤凰之神,首次违规
玩***的,白银之手,首次违规
玩***德,影之哀伤,首次违规
玩****灬,凤凰之神,首次违规
玩****龟,拉文凯斯,首次违规
完**暇,格雷迈恩,多次违规
完**曦,影之哀伤,首次违规
完**天,燃烧之刃,多次违规
完**路,奥特兰克,首次违规
完**聋,血色十字军,多次违规
完**聋,血色十字军,多次违规
完**聋,血色十字军,多次违规
完***写,冰风岗,首次违规
完***馒,凤凰之神,首次违规
完***法,白银之手,首次违规
完****斯,贫瘠之地,多次违规
丸*惹,死亡之翼,首次违规
丸*殿,安苏,首次违规
丸**号,熊猫酒仙,多次违规
丸**号,熊猫酒仙,多次违规
丸**丶,加基森,首次违规
丸****龙,布兰卡德,首次违规
豌*閗,阿古斯,首次违规
剜***丶,贫瘠之地,首次违规
弯**鸿,凤凰之神,多次违规
弯**雕,迦拉克隆,多次违规
弯***角,无尽之海,多次违规
弯***刀,凤凰之神,首次违规
外**我,霜之哀伤,首次违规
外***强,死亡之翼,多次违规
外****伊,罗宁,首次违规
外****星,耐奥祖,首次违规
外****丷,白银之手,首次违规
歪*腰,白银之手,首次违规
歪*雯,无尽之海,多次违规
歪**去,死亡之翼,多次违规
歪**路,布兰卡德,首次违规
歪**布,熊猫酒仙,首次违规
歪**卟,安苏,首次违规
歪***怪,奥蕾莉亚,多次违规
歪***丶,死亡之翼,首次违规
歪***卜,凤凰之神,首次违规
哇*拉,利刃之拳,首次违规
哇**贼,迦拉克隆,首次违规
哇**噜,埃德萨拉,首次违规
哇**苦,影之哀伤,多次违规
哇**贺,永恒之井,首次违规
哇**法,迦拉克隆,首次违规
哇**斗,埃德萨拉,多次违规
哇***丶,凤凰之神,首次违规
袜***破,凤凰之神,多次违规
瓦*松,冰风岗,多次违规
瓦*莎,凤凰之神,多次违规
瓦*米,血色十字军,首次违规
瓦*莉,死亡之翼,首次违规
瓦*古,罗宁,首次违规
瓦*尔,白银之手,首次违规
瓦*妲,布兰卡德,首次违规
瓦**灬,死亡之翼,首次违规
瓦***亚,迅捷微风,首次违规
瓦***王,罗宁,首次违规
瓦***生,格瑞姆巴托,首次违规
瓦***丶,燃烧之刃,多次违规
瓦****肉,白银之手,首次违规
瓦****刃,影之哀伤,首次违规
瓦****犄,凤凰之神,多次违规
瓦****恩,提瑞斯法,首次违规
瓦****恩,萨格拉斯,多次违规
娃**哇,白银之手,首次违规
娃**哈,冰风岗,多次违规
娃***波,燃烧之刃,首次违规
蛙*六,影之哀伤,首次违规
蛙*九,白银之手,首次违规
唾*王,爱斯特纳,多次违规
妥***骑,燃烧之刃,多次违规
妥***福,燃烧之刃,多次违规
駝*鬼,凤凰之神,首次违规
駄**屋,卡德罗斯,首次违规
坨*馍,格瑞姆巴托,首次违规
坨****丶,白银之手,多次违规
坨****丷,白银之手,首次违规
拖*鞋,罗宁,首次违规
拖*菌,无尽之海,多次违规
拖**底,安苏,多次违规
拖***子,罗宁,首次违规
拖***妈,萨格拉斯,首次违规
托*肆,罗宁,首次违规
托**可,格瑞姆巴托,多次违规
托***子,死亡之翼,首次违规
托***长,死亡之翼,首次违规
托***克,黑手军团,首次违规
托****妮,贫瘠之地,多次违规
屯***匠,迅捷微风,首次违规
褪***子,影之哀伤,多次违规
褪***念,贫瘠之地,首次违规
退*丶,永恒之井,首次违规
腿***者,黑翼之巢,多次违规
腿***数,凤凰之神,首次违规
腿***博,白银之手,首次违规
颓***手,死亡之翼,首次违规
颓***圈,凤凰之神,首次违规
推*胸,蜘蛛王国,多次违规
推*司,贫瘠之地,首次违规
推*丷,白银之手,首次违规
推**澜,无尽之海,多次违规
团*子,克尔苏加德,首次违规
团*咩,白银之手,首次违规
团*灬,迅捷微风,首次违规
团**号,燃烧之刃,首次违规
团**号,燃烧之刃,首次违规
团**号,燃烧之刃,首次违规
团**号,燃烧之刃,首次违规
团**号,燃烧之刃,首次违规
团**丶,主宰之剑,首次违规
团**嘚,国王之谷,首次违规
团***嘻,燃烧之刃,首次违规
团***团,白银之手,首次违规
团***姐,黑铁,多次违规
团***官,凤凰之神,多次违规
团***爸,通灵学院,多次违规
团****走,死亡之翼,首次违规
团****雪,冰风岗,首次违规
团****人,死亡之翼,首次违规
团****丶,伊森利恩,多次违规
菟*兔,伊森利恩,首次违规
菟****牙,死亡之翼,多次违规
菟****牙,死亡之翼,多次违规
兔*姨,燃烧之刃,首次违规
兔*死,安苏,首次违规
兔*森,阿拉索,首次违规
兔*酱,凤凰之神,首次违规
兔*花,燃烧之刃,首次违规
兔*丶,主宰之剑,多次违规
兔**鱼,凤凰之神,首次违规
兔**满,冰风岗,多次违规
兔***人,死亡之翼,首次违规
兔***官,布兰卡德,首次违规
兔***朵,无尽之海,多次违规
兔***草,蜘蛛王国,首次违规
兔****芙,熊猫酒仙,首次违规
吐**耶,白银之手,首次违规
吐***团,影之哀伤,首次违规
吐***死,影之哀伤,多次违规
吐****息,龙骨平原,首次违规
吐****名,白银之手,首次违规
土*牛,雷斧堡垒,首次违规
土*埋,布兰卡德,多次违规
土*咔,凤凰之神,多次违规
土*黑,罗宁,首次违规
土*狗,达文格尔,多次违规
土**楽,白银之手,首次违规
土**侠,罗宁,多次违规
土**犬,死亡之翼,多次违规
土**酋,迅捷微风,首次违规
土**龙,死亡之翼,首次违规
土**击,国王之谷,首次违规
土**火,主宰之剑,首次违规
土**豆,主宰之剑,首次违规
土***王,死亡之翼,首次违规
土***满,风暴之鳞,首次违规
土***饭,无尽之海,首次违规
土***陈,白银之手,首次违规
土***常,主宰之剑,多次违规
土***包,凤凰之神,多次违规
土****骑,罗宁,多次违规
土****淋,激流之傲,首次违规
塗**曦,白银之手,首次违规
屠*居,白银之手,首次违规
屠*夫,死亡之翼,首次违规
屠**雄,安苏,多次违规
屠***德,罗宁,首次违规
屠****卡,白银之手,首次违规
涂*山,奥妮克希亚,首次违规
涂*丶,格瑞姆巴托,首次违规
涂**颜,死亡之翼,多次违规
涂**熙,熊猫酒仙,首次违规
涂**浅,安苏,多次违规
涂**果,凤凰之神,首次违规
徒***机,死亡之翼,首次违规
徒***灬,凤凰之神,首次违规
荼*凸,凤凰之神,首次违规
荼*白,燃烧之刃,首次违规
荼**胖,凤凰之神,首次违规
荼***肉,克尔苏加德,多次违规
图*喵,白银之手,多次违规
图**猪,贫瘠之地,首次违规
图**约,万色星辰,首次违规
图**手,金色平原,首次违规
图**乆,勇士岛,多次违规
图***壮,白银之手,首次违规
图***司,凤凰之神,首次违规
图***司,国王之谷,多次违规
图***怒,主宰之剑,首次违规
图***架,罗宁,首次违规
图***机,白银之手,首次违规
图***财,白银之手,首次违规
图****藏,死亡之翼,多次违规
图****波,凤凰之神,多次违规
突*哥,影之哀伤,首次违规
突***帅,迦拉克隆,多次违规
突***姐,生态船,首次违规
秃*爺,凤凰之神,多次违规
秃*爷,凤凰之神,多次违规
秃**牧,死亡之翼,多次违规
秃**来,死亡之翼,首次违规
秃**丐,罗宁,多次违规
秃**痴,燃烧之刃,首次违规
秃***汪,燃烧之刃,多次违规
秃***怪,国王之谷,多次违规
秃***风,白银之手,首次违规
秃****丿,安苏,首次违规
秃****儿,凤凰之神,首次违规
禿*神,凤凰之神,多次违规
凸*凸,雷克萨,首次违规
凸***凸,血色十字军,首次违规
凸***凸,血色十字军,首次违规
透**迹,凤凰之神,首次违规
頭**了,达基萨斯,多次违规
投**桃,克尔苏加德,首次违规
头*兔,血色十字军,首次违规
头*痛,格瑞姆巴托,首次违规
头*丶,主宰之剑,首次违规
头*丶,凤凰之神,多次违规
头**火,罗宁,首次违规
头***人,血色十字军,首次违规
头***刘,主宰之剑,首次违规
头***烂,无尽之海,多次违规
头***康,埃德萨拉,多次违规
头***角,凤凰之神,多次违规
头****图,闪电之刃,首次违规
偷*贼,燃烧之刃,首次违规
